year,ac_no,ac_name,ac_type,cand_sex,partyname,totvotpoll,electors
2005.1,101,Singhia,SC,M,Bahujan Samaj Party,3932,215450
2005.1,101,Singhia,SC,M,Independent,6313,215450
2005.1,101,Singhia,SC,M,Janata Dal (United),20744,215450
2005.1,101,Singhia,SC,M,Lok Jan Shakti Party,21323,215450
2005.1,101,Singhia,SC,M,Indian National Congress,32764,215450
2005.1,102,Hasanpur,GEN,M,Independent,2606,184600
2005.1,102,Hasanpur,GEN,M,Bahujan Samaj Party,3003,184600
2005.1,102,Hasanpur,GEN,M,Independent,3136,184600
2005.1,102,Hasanpur,GEN,M,Independent,3592,184600
2005.1,102,Hasanpur,GEN,M,Janata Dal (United),17211,184600
2005.1,102,Hasanpur,GEN,M,Lok Jan Shakti Party,24115,184600
2005.1,102,Hasanpur,GEN,M,Rashtriya Janata Dal,31553,184600
2005.1,103,Balia,GEN,F,Independent,887,190720
2005.1,103,Balia,GEN,M,Independent,982,190720
2005.1,103,Balia,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),1247,190720
2005.1,103,Balia,GEN,M,Bahujan Samaj Party,1430,190720
2005.1,103,Balia,GEN,M,Samajwadi Party,1914,190720
2005.1,103,Balia,GEN,M,Independent,1948,190720
2005.1,103,Balia,GEN,M,Independent,2885,190720
2005.1,103,Balia,GEN,M,Lok Jan Shakti Party,5341,190720
2005.1,103,Balia,GEN,M,Rashtriya Janata Dal,28992,190720
2005.1,103,Balia,GEN,M,Janata Dal (United),46987,190720
2005.1,104,Matihani,GEN,M,Samajwadi Party,1184,191557
2005.1,104,Matihani,GEN,M,Bahujan Samaj Party,1528,191557
2005.1,104,Matihani,GEN,M,Independent,4187,191557
2005.1,104,Matihani,GEN,M,Communist Party of India,19963,191557
2005.1,104,Matihani,GEN,M,Indian National Congress,25518,191557
2005.1,104,Matihani,GEN,M,Independent,47906,191557
2005.1,105,Begusarai,GEN,M,Independent,1967,229749
2005.1,105,Begusarai,GEN,M,Bahujan Samaj Party,2397,229749
2005.1,105,Begusarai,GEN,M,Independent,2938,229749
2005.1,105,Begusarai,GEN,M,Communist Party of India (Marxist),14930,229749
2005.1,105,Begusarai,GEN,M,Lok Jan Shakti Party,19937,229749
2005.1,105,Begusarai,GEN,M,Communist Party of India,27733,229749
2005.1,105,Begusarai,GEN,M,Bharatiya Janata Party,39768,229749
2005.1,106,Barauni,GEN,M,Bahujan Samaj Party,2183,217534
2005.1,106,Barauni,GEN,M,Independent,2460,217534
2005.1,106,Barauni,GEN,M,Independent,2594,217534
2005.1,106,Barauni,GEN,M,Samajwadi Party,2625,217534
2005.1,106,Barauni,GEN,M,Independent,7059,217534
2005.1,106,Barauni,GEN,M,Communist Party of India (Marxist),16174,217534
2005.1,106,Barauni,GEN,M,Bharatiya Janata Party,29145,217534
2005.1,106,Barauni,GEN,M,Communist Party of India,34102,217534
2005.1,107,Bachwara,GEN,M,Indian Justice Party,2085,194151
2005.1,107,Bachwara,GEN,M,Bahujan Samaj Party,2287,194151
2005.1,107,Bachwara,GEN,M,Bharatiya Janata Party,10026,194151
2005.1,107,Bachwara,GEN,M,Independent,17286,194151
2005.1,107,Bachwara,GEN,M,Communist Party of India,33789,194151
2005.1,107,Bachwara,GEN,M,Indian National Congress,36807,194151
2005.1,108,Cheria Bariarpur,GEN,F,Samajwadi Party,1388,186642
2005.1,108,Cheria Bariarpur,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),1593,186642
2005.1,108,Cheria Bariarpur,GEN,M,Indian Justice Party,1998,186642
2005.1,108,Cheria Bariarpur,GEN,M,Bahujan Samaj Party,2540,186642
2005.1,108,Cheria Bariarpur,GEN,M,Independent,2672,186642
2005.1,108,Cheria Bariarpur,GEN,M,Janata Dal (United),20502,186642
2005.1,108,Cheria Bariarpur,GEN,F,Rashtriya Janata Dal,32359,186642
2005.1,108,Cheria Bariarpur,GEN,M,Lok Jan Shakti Party,32892,186642
2005.1,109,Bakhri,SC,M,Samata Party,1123,181931
2005.1,109,Bakhri,SC,F,Independent,2183,181931
2005.1,109,Bakhri,SC,M,Communist Party of India (Marxist-Leninist) (Liberation),2614,181931
2005.1,109,Bakhri,SC,M,Bahujan Samaj Party,2637,181931
2005.1,109,Bakhri,SC,M,Samajwadi Party,2787,181931
2005.1,109,Bakhri,SC,M,Bharatiya Janata Party,17076,181931
2005.1,109,Bakhri,SC,M,Rashtriya Janata Dal,24109,181931
2005.1,109,Bakhri,SC,M,Communist Party of India,37876,181931
2005.1,110,Raghopur,GEN,M,Independent,1112,218426
2005.1,110,Raghopur,GEN,M,Samajwadi Party,1478,218426
2005.1,110,Raghopur,GEN,M,Independent,1588,218426
2005.1,110,Raghopur,GEN,M,Lok Sewa Dal,2557,218426
2005.1,110,Raghopur,GEN,M,Bahujan Samaj Party,2628,218426
2005.1,110,Raghopur,GEN,M,Independent,4744,218426
2005.1,110,Raghopur,GEN,M,Shivsena,7298,218426
2005.1,110,Raghopur,GEN,M,Lok Jan Shakti Party,24158,218426
2005.1,110,Raghopur,GEN,M,Indian National Congress,25691,218426
2005.1,110,Raghopur,GEN,M,Janata Dal (United),45079,218426
2005.1,111,Kishunpur,GEN,M,Bahujan Samaj Party,2077,195677
2005.1,111,Kishunpur,GEN,M,Rashtravadi Janata Party,2261,195677
2005.1,111,Kishunpur,GEN,M,Lok Jan Shakti Party,2745,195677
2005.1,111,Kishunpur,GEN,M,Samajwadi Party,2772,195677
2005.1,111,Kishunpur,GEN,M,Independent,2925,195677
2005.1,111,Kishunpur,GEN,M,Indian National Congress,27107,195677
2005.1,111,Kishunpur,GEN,M,Janata Dal (United),52668,195677
2005.1,112,Supaul,GEN,M,Jai Hind Party,1531,219110
2005.1,112,Supaul,GEN,M,Bahujan Samaj Party,2304,219110
2005.1,112,Supaul,GEN,M,Samajwadi Party,3920,219110
2005.1,112,Supaul,GEN,F,Communist Party of India,10061,219110
2005.1,112,Supaul,GEN,M,Rashtriya Janata Dal,36222,219110
2005.1,112,Supaul,GEN,M,Janata Dal (United),48457,219110
2005.1,113,Tribeniganj,GEN,M,Bahujan Samaj Party,1366,181722
2005.1,113,Tribeniganj,GEN,M,Apna Dal,1537,181722
2005.1,113,Tribeniganj,GEN,M,Janata Dal (Secular),2386,181722
2005.1,113,Tribeniganj,GEN,M,Shivsena,4437,181722
2005.1,113,Tribeniganj,GEN,M,Lok Jan Shakti Party,10762,181722
2005.1,113,Tribeniganj,GEN,M,Samajwadi Party,12241,181722
2005.1,113,Tribeniganj,GEN,F,Rashtriya Janata Dal,23459,181722
2005.1,113,Tribeniganj,GEN,M,Janata Dal (United),30889,181722
2005.1,114,Chhatapur,SC,M,Indian Justice Party,1429,180636
2005.1,114,Chhatapur,SC,M,Janata Dal (Secular),1461,180636
2005.1,114,Chhatapur,SC,F,Samajwadi Party,1555,180636
2005.1,114,Chhatapur,SC,M,Bahujan Samaj Party,3152,180636
2005.1,114,Chhatapur,SC,M,Independent,3301,180636
2005.1,114,Chhatapur,SC,M,Lok Jan Shakti Party,4250,180636
2005.1,114,Chhatapur,SC,M,Rashtriya Janata Dal,28014,180636
2005.1,114,Chhatapur,SC,M,Janata Dal (United),39949,180636
2005.1,115,Kumarkhand,SC,M,Independent,3318,187727
2005.1,115,Kumarkhand,SC,M,Lok Jan Shakti Party,5735,187727
2005.1,115,Kumarkhand,SC,M,Rashtriya Janata Dal,30220,187727
2005.1,115,Kumarkhand,SC,M,Janata Dal (United),32198,187727
2005.1,116,Singheshwar,GEN,M,Bahujan Samaj Party,1404,203957
2005.1,116,Singheshwar,GEN,M,Independent,1675,203957
2005.1,116,Singheshwar,GEN,M,Samajwadi Party,2116,203957
2005.1,116,Singheshwar,GEN,F,Independent,2610,203957
2005.1,116,Singheshwar,GEN,M,Shivsena,7088,203957
2005.1,116,Singheshwar,GEN,M,Lok Jan Shakti Party,10098,203957
2005.1,116,Singheshwar,GEN,M,Rashtriya Janata Dal,27986,203957
2005.1,116,Singheshwar,GEN,M,Janata Dal (United),28917,203957
2005.1,117,Saharsa,GEN,M,Janata Dal (Secular),721,248520
2005.1,117,Saharsa,GEN,M,Independent,851,248520
2005.1,117,Saharsa,GEN,M,Independent,899,248520
2005.1,117,Saharsa,GEN,M,Independent,939,248520
2005.1,117,Saharsa,GEN,M,Indian Justice Party,1741,248520
2005.1,117,Saharsa,GEN,M,Bahujan Samaj Party,1771,248520
2005.1,117,Saharsa,GEN,M,Independent,2238,248520
2005.1,117,Saharsa,GEN,M,Lok Jan Shakti Party,7115,248520
2005.1,117,Saharsa,GEN,M,Samajwadi Party,12588,248520
2005.1,117,Saharsa,GEN,M,Rashtriya Janata Dal,34657,248520
2005.1,117,Saharsa,GEN,M,Bharatiya Janata Party,40816,248520
2005.1,118,Mahishi,GEN,M,Samajwadi Party,5626,226635
2005.1,118,Mahishi,GEN,M,Lok Jan Shakti Party,8763,226635
2005.1,118,Mahishi,GEN,M,Rashtriya Janata Dal,31400,226635
2005.1,118,Mahishi,GEN,M,Janata Dal (United),38283,226635
2005.1,119,Simri-Bakhtiarpur,GEN,M,Bahujan Samaj Party,2484,206867
2005.1,119,Simri-Bakhtiarpur,GEN,M,Samajwadi Party,3668,206867
2005.1,119,Simri-Bakhtiarpur,GEN,M,Communist Party of India,9407,206867
2005.1,119,Simri-Bakhtiarpur,GEN,M,Indian National Congress,35184,206867
2005.1,119,Simri-Bakhtiarpur,GEN,M,Janata Dal (United),43246,206867
2005.1,120,Madhepura,GEN,M,Independent,1074,224707
2005.1,120,Madhepura,GEN,M,Independent,1400,224707
2005.1,120,Madhepura,GEN,M,Samajwadi Party,1782,224707
2005.1,120,Madhepura,GEN,M,Independent,2295,224707
2005.1,120,Madhepura,GEN,M,Lok Jan Shakti Party,10362,224707
2005.1,120,Madhepura,GEN,M,Independent,10585,224707
2005.1,120,Madhepura,GEN,M,Rashtriya Janata Dal,26710,224707
2005.1,120,Madhepura,GEN,M,Janata Dal (United),34582,224707
2005.1,121,Sonbarsa,GEN,F,Bahujan Samaj Party,1378,219861
2005.1,121,Sonbarsa,GEN,M,Independent,2021,219861
2005.1,121,Sonbarsa,GEN,M,Independent,2842,219861
2005.1,121,Sonbarsa,GEN,M,Independent,3684,219861
2005.1,121,Sonbarsa,GEN,M,Samajwadi Party,5716,219861
2005.1,121,Sonbarsa,GEN,M,Communist Party of India,6459,219861
2005.1,121,Sonbarsa,GEN,M,Rashtriya Janata Dal,30598,219861
2005.1,121,Sonbarsa,GEN,M,Independent,46760,219861
2005.1,122,Kishanganj,GEN,M,Independent,1005,177504
2005.1,122,Kishanganj,GEN,M,Independent,1148,177504
2005.1,122,Kishanganj,GEN,M,Independent,1265,177504
2005.1,122,Kishanganj,GEN,M,Independent,1612,177504
2005.1,122,Kishanganj,GEN,M,Shivsena,3007,177504
2005.1,122,Kishanganj,GEN,F,Independent,3105,177504
2005.1,122,Kishanganj,GEN,M,Bahujan Samaj Party,3313,177504
2005.1,122,Kishanganj,GEN,M,Lok Jan Shakti Party,5704,177504
2005.1,122,Kishanganj,GEN,M,Rashtriya Janata Dal,8604,177504
2005.1,122,Kishanganj,GEN,M,Independent,15738,177504
2005.1,122,Kishanganj,GEN,F,Janata Dal (United),37286,177504
2005.1,123,Alamnagar,GEN,M,Bahujan Samaj Party,1112,192788
2005.1,123,Alamnagar,GEN,F,Samajwadi Party,1315,192788
2005.1,123,Alamnagar,GEN,M,Independent,1792,192788
2005.1,123,Alamnagar,GEN,M,Communist Party of India (Marxist),4709,192788
2005.1,123,Alamnagar,GEN,M,Independent,8683,192788
2005.1,123,Alamnagar,GEN,M,Lok Jan Shakti Party,29589,192788
2005.1,123,Alamnagar,GEN,M,Janata Dal (United),39676,192788
2005.1,124,Rupauli,GEN,M,Independent,1311,173420
2005.1,124,Rupauli,GEN,F,Rashtriya Kamjor Varg Party,1359,173420
2005.1,124,Rupauli,GEN,M,Independent,1376,173420
2005.1,124,Rupauli,GEN,M,Samajwadi Party,2391,173420
2005.1,124,Rupauli,GEN,M,Independent,3367,173420
2005.1,124,Rupauli,GEN,M,Janata Dal (United),23097,173420
2005.1,124,Rupauli,GEN,M,Lok Jan Shakti Party,26690,173420
2005.1,124,Rupauli,GEN,F,Rashtriya Janata Dal,28681,173420
2005.1,125,Dhamdaha,GEN,M,Apna Dal,804,200908
2005.1,125,Dhamdaha,GEN,M,Independent,1013,200908
2005.1,125,Dhamdaha,GEN,M,Independent,1113,200908
2005.1,125,Dhamdaha,GEN,F,Communist Party of India (Marxist-Leninist) (Liberation),1510,200908
2005.1,125,Dhamdaha,GEN,M,Samajwadi Party,1519,200908
2005.1,125,Dhamdaha,GEN,M,Independent,2588,200908
2005.1,125,Dhamdaha,GEN,M,Bahujan Samaj Party,4184,200908
2005.1,125,Dhamdaha,GEN,F,Lok Jan Shakti Party,11900,200908
2005.1,125,Dhamdaha,GEN,F,Janata Dal (United),35578,200908
2005.1,125,Dhamdaha,GEN,M,Rashtriya Janata Dal,39175,200908
2005.1,126,Banmankhi,SC,M,Samata Party,1601,195997
2005.1,126,Banmankhi,SC,M,Samajwadi Party,2275,195997
2005.1,126,Banmankhi,SC,M,Independent,3091,195997
2005.1,126,Banmankhi,SC,F,Communist Party of India,7162,195997
2005.1,126,Banmankhi,SC,M,Rashtriya Janata Dal,29320,195997
2005.1,126,Banmankhi,SC,M,Bharatiya Janata Party,38140,195997
2005.1,127,Raniganj,SC,M,Samajwadi Party,1971,223656
2005.1,127,Raniganj,SC,M,Independent,2000,223656
2005.1,127,Raniganj,SC,M,Bahujan Samaj Party,2136,223656
2005.1,127,Raniganj,SC,M,Independent,2191,223656
2005.1,127,Raniganj,SC,M,Ambedkar National Congress,2445,223656
2005.1,127,Raniganj,SC,M,Independent,4188,223656
2005.1,127,Raniganj,SC,M,Lok Jan Shakti Party,26863,223656
2005.1,127,Raniganj,SC,F,Rashtriya Janata Dal,30690,223656
2005.1,127,Raniganj,SC,M,Bharatiya Janata Party,34796,223656
2005.1,128,Narpatganj,GEN,M,Republican Party of India(A),1089,222407
2005.1,128,Narpatganj,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),1126,222407
2005.1,128,Narpatganj,GEN,M,Samata Party,1218,222407
2005.1,128,Narpatganj,GEN,M,Apna Dal,1253,222407
2005.1,128,Narpatganj,GEN,M,Independent,2071,222407
2005.1,128,Narpatganj,GEN,M,Independent,2654,222407
2005.1,128,Narpatganj,GEN,F,Bahujan Samaj Party,3053,222407
2005.1,128,Narpatganj,GEN,M,Independent,3732,222407
2005.1,128,Narpatganj,GEN,M,Samajwadi Party,12193,222407
2005.1,128,Narpatganj,GEN,M,Lok Jan Shakti Party,20090,222407
2005.1,128,Narpatganj,GEN,M,Rashtriya Janata Dal,32122,222407
2005.1,128,Narpatganj,GEN,M,Bharatiya Janata Party,36329,222407
2005.1,129,Forbesganj,GEN,M,Jai Prakash Janata Dal,953,231039
2005.1,129,Forbesganj,GEN,M,Akhil Jan Vikas Dal,1029,231039
2005.1,129,Forbesganj,GEN,M,Samajwadi Party,1412,231039
2005.1,129,Forbesganj,GEN,M,Bahujan Samaj Party,2178,231039
2005.1,129,Forbesganj,GEN,M,Independent,2687,231039
2005.1,129,Forbesganj,GEN,M,Lok Jan Shakti Party,3688,231039
2005.1,129,Forbesganj,GEN,M,Rashtriya Janata Dal,55293,231039
2005.1,129,Forbesganj,GEN,M,Bharatiya Janata Party,61354,231039
2005.1,130,Araria,GEN,M,Samajwadi Party,2464,209547
2005.1,130,Araria,GEN,M,Bahujan Samaj Party,2748,209547
2005.1,130,Araria,GEN,M,Communist Party of India,5616,209547
2005.1,130,Araria,GEN,M,Independent,7252,209547
2005.1,130,Araria,GEN,M,Independent,23146,209547
2005.1,130,Araria,GEN,M,Indian National Congress,32938,209547
2005.1,130,Araria,GEN,M,Bharatiya Janata Party,36089,209547
2005.1,131,Sikti,GEN,M,Independent,977,250319
2005.1,131,Sikti,GEN,M,Independent,1087,250319
2005.1,131,Sikti,GEN,M,Independent,1575,250319
2005.1,131,Sikti,GEN,M,Independent,1814,250319
2005.1,131,Sikti,GEN,M,Independent,2091,250319
2005.1,131,Sikti,GEN,M,Independent,3410,250319
2005.1,131,Sikti,GEN,M,Bahujan Samaj Party,4488,250319
2005.1,131,Sikti,GEN,M,Independent,13225,250319
2005.1,131,Sikti,GEN,M,Nationalist Congress Party,14433,250319
2005.1,131,Sikti,GEN,M,Samajwadi Party,19492,250319
2005.1,131,Sikti,GEN,M,Lok Jan Shakti Party,25934,250319
2005.1,131,Sikti,GEN,M,Janata Dal (United),47758,250319
2005.1,132,Jokihat,GEN,M,Janata Dal (Secular),1289,202555
2005.1,132,Jokihat,GEN,M,Independent,1829,202555
2005.1,132,Jokihat,GEN,M,Samajwadi Party,2150,202555
2005.1,132,Jokihat,GEN,M,Independent,2795,202555
2005.1,132,Jokihat,GEN,M,Bahujan Samaj Party,2911,202555
2005.1,132,Jokihat,GEN,M,Lok Jan Shakti Party,18627,202555
2005.1,132,Jokihat,GEN,M,Rashtriya Janata Dal,36481,202555
2005.1,132,Jokihat,GEN,M,Janata Dal (United),39007,202555
2005.1,133,Bahadurganj,GEN,M,Jai Jawan Jai Kisan Mazdoor Congress,1200,201468
2005.1,133,Bahadurganj,GEN,M,Independent,1542,201468
2005.1,133,Bahadurganj,GEN,M,Lok Jan Shakti Party,1991,201468
2005.1,133,Bahadurganj,GEN,M,Independent,2049,201468
2005.1,133,Bahadurganj,GEN,M,Bahujan Samaj Party,4223,201468
2005.1,133,Bahadurganj,GEN,M,Janata Dal (United),8712,201468
2005.1,133,Bahadurganj,GEN,M,Independent,15917,201468
2005.1,133,Bahadurganj,GEN,M,Indian National Congress,58938,201468
2005.1,134,Thakurganj,GEN,M,Samata Party,1473,231237
2005.1,134,Thakurganj,GEN,M,Amra Bangalee,2000,231237
2005.1,134,Thakurganj,GEN,M,Bahujan Samaj Party,2396,231237
2005.1,134,Thakurganj,GEN,M,Republican Party of India,2430,231237
2005.1,134,Thakurganj,GEN,M,Independent,2824,231237
2005.1,134,Thakurganj,GEN,M,Independent,3495,231237
2005.1,134,Thakurganj,GEN,M,Bharatiya Janata Party,17699,231237
2005.1,134,Thakurganj,GEN,M,Lok Jan Shakti Party,26883,231237
2005.1,134,Thakurganj,GEN,M,Indian National Congress,32483,231237
2005.1,134,Thakurganj,GEN,M,Samajwadi Party,38592,231237
2005.1,135,Kishanganj,GEN,M,Independent,1026,233390
2005.1,135,Kishanganj,GEN,M,Independent,1027,233390
2005.1,135,Kishanganj,GEN,M,Amra Bangalee,1104,233390
2005.1,135,Kishanganj,GEN,M,Independent,1412,233390
2005.1,135,Kishanganj,GEN,M,Bahujan Samaj Party,1968,233390
2005.1,135,Kishanganj,GEN,M,Independent,2730,233390
2005.1,135,Kishanganj,GEN,M,Samajwadi Party,5182,233390
2005.1,135,Kishanganj,GEN,M,Lok Jan Shakti Party,19486,233390
2005.1,135,Kishanganj,GEN,M,Bharatiya Janata Party,39239,233390
2005.1,135,Kishanganj,GEN,M,Rashtriya Janata Dal,47693,233390
2005.1,136,Amour,GEN,M,Lok Jan Shakti Party,4521,198408
2005.1,136,Amour,GEN,M,Bharatiya Janata Party,11720,198408
2005.1,136,Amour,GEN,M,Samajwadi Party,27423,198408
2005.1,136,Amour,GEN,M,Indian National Congress,42041,198408
2005.1,137,Baisi,GEN,M,Samajwadi Party,3988,176856
2005.1,137,Baisi,GEN,M,Lok Jan Shakti Party,10441,176856
2005.1,137,Baisi,GEN,M,Bharatiya Janata Party,23623,176856
2005.1,137,Baisi,GEN,M,Rashtriya Janata Dal,26042,176856
2005.1,137,Baisi,GEN,M,Independent,30153,176856
2005.1,138,Kasba,GEN,M,Independent,1186,226320
2005.1,138,Kasba,GEN,M,Shivsena,1717,226320
2005.1,138,Kasba,GEN,M,Indian Justice Party,1855,226320
2005.1,138,Kasba,GEN,M,Ambedkar National Congress,2237,226320
2005.1,138,Kasba,GEN,M,Samajwadi Party,2395,226320
2005.1,138,Kasba,GEN,M,Bahujan Samaj Party,2499,226320
2005.1,138,Kasba,GEN,M,Independent,3136,226320
2005.1,138,Kasba,GEN,F,Lok Jan Shakti Party,19580,226320
2005.1,138,Kasba,GEN,M,Rashtriya Janata Dal,43104,226320
2005.1,138,Kasba,GEN,M,Bharatiya Janata Party,49113,226320
2005.1,139,Purnea,GEN,M,Independent,436,228357
2005.1,139,Purnea,GEN,M,Shivsena,569,228357
2005.1,139,Purnea,GEN,M,Independent,716,228357
2005.1,139,Purnea,GEN,M,Independent,891,228357
2005.1,139,Purnea,GEN,M,Independent,1134,228357
2005.1,139,Purnea,GEN,M,Independent,1279,228357
2005.1,139,Purnea,GEN,M,Samajwadi Party,1571,228357
2005.1,139,Purnea,GEN,M,Bahujan Samaj Party,2513,228357
2005.1,139,Purnea,GEN,M,Independent,2714,228357
2005.1,139,Purnea,GEN,M,Communist Party of India (Marxist),3156,228357
2005.1,139,Purnea,GEN,M,Independent,5145,228357
2005.1,139,Purnea,GEN,M,Lok Jan Shakti Party,21577,228357
2005.1,139,Purnea,GEN,M,Rashtriya Janata Dal,30262,228357
2005.1,139,Purnea,GEN,M,Bharatiya Janata Party,46841,228357
2005.1,140,Korha,SC,F,Independent,1419,192880
2005.1,140,Korha,SC,M,Independent,1526,192880
2005.1,140,Korha,SC,M,Samajwadi Party,2501,192880
2005.1,140,Korha,SC,M,Independent,2508,192880
2005.1,140,Korha,SC,M,Samajwadi Janata Party(Rashtriya),2982,192880
2005.1,140,Korha,SC,M,Bahujan Samaj Party,3670,192880
2005.1,140,Korha,SC,M,Lok Jan Shakti Party,6750,192880
2005.1,140,Korha,SC,M,Bharatiya Janata Party,37483,192880
2005.1,140,Korha,SC,F,Indian National Congress,49632,192880
2005.1,141,Barari,GEN,M,Independent,1200,178771
2005.1,141,Barari,GEN,M,Bahujan Samaj Party,1436,178771
2005.1,141,Barari,GEN,M,Independent,1931,178771
2005.1,141,Barari,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),2364,178771
2005.1,141,Barari,GEN,M,Independent,2409,178771
2005.1,141,Barari,GEN,M,Samajwadi Party,3995,178771
2005.1,141,Barari,GEN,F,Lok Jan Shakti Party,17540,178771
2005.1,141,Barari,GEN,M,Nationalist Congress Party,35330,178771
2005.1,141,Barari,GEN,M,Bharatiya Janata Party,38493,178771
2005.1,142,Katihar,GEN,M,Shivsena,709,234387
2005.1,142,Katihar,GEN,M,Bahujan Samaj Party,945,234387
2005.1,142,Katihar,GEN,M,Independent,1288,234387
2005.1,142,Katihar,GEN,M,Independent,1453,234387
2005.1,142,Katihar,GEN,M,Samajwadi Party,1593,234387
2005.1,142,Katihar,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),2139,234387
2005.1,142,Katihar,GEN,M,Independent,4644,234387
2005.1,142,Katihar,GEN,M,Lok Jan Shakti Party,10393,234387
2005.1,142,Katihar,GEN,M,Rashtriya Janata Dal,47661,234387
2005.1,142,Katihar,GEN,M,Bharatiya Janata Party,47777,234387
2005.1,143,Kadwa,GEN,M,Independent,482,199514
2005.1,143,Kadwa,GEN,M,Independent,484,199514
2005.1,143,Kadwa,GEN,M,Shivsena,619,199514
2005.1,143,Kadwa,GEN,M,Independent,622,199514
2005.1,143,Kadwa,GEN,M,Independent,714,199514
2005.1,143,Kadwa,GEN,M,Independent,739,199514
2005.1,143,Kadwa,GEN,M,Independent,853,199514
2005.1,143,Kadwa,GEN,M,Bahujan Samaj Party,1155,199514
2005.1,143,Kadwa,GEN,M,Independent,2072,199514
2005.1,143,Kadwa,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),2084,199514
2005.1,143,Kadwa,GEN,M,Samajwadi Party,3203,199514
2005.1,143,Kadwa,GEN,M,Communist Party of India,4255,199514
2005.1,143,Kadwa,GEN,M,Independent,4524,199514
2005.1,143,Kadwa,GEN,M,Independent,10121,199514
2005.1,143,Kadwa,GEN,M,Bharatiya Janata Party,33685,199514
2005.1,143,Kadwa,GEN,M,Nationalist Congress Party,46221,199514
2005.1,144,Barsoi,GEN,M,Bahujan Samaj Party,1371,215430
2005.1,144,Barsoi,GEN,M,Independent,1491,215430
2005.1,144,Barsoi,GEN,M,Independent,1537,215430
2005.1,144,Barsoi,GEN,M,Independent,1693,215430
2005.1,144,Barsoi,GEN,M,Independent,1732,215430
2005.1,144,Barsoi,GEN,M,Samajwadi Janata Party(Rashtriya),1900,215430
2005.1,144,Barsoi,GEN,M,Lok Jan Shakti Party,2875,215430
2005.1,144,Barsoi,GEN,M,Shivsena,2907,215430
2005.1,144,Barsoi,GEN,M,Independent,6010,215430
2005.1,144,Barsoi,GEN,M,Independent,6786,215430
2005.1,144,Barsoi,GEN,M,Nationalist Congress Party,13408,215430
2005.1,144,Barsoi,GEN,M,Bharatiya Janata Party,38035,215430
2005.1,144,Barsoi,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),39872,215430
2005.1,145,Pranpur,GEN,M,Independent,1106,180337
2005.1,145,Pranpur,GEN,M,Jharkhand Disom Party,1875,180337
2005.1,145,Pranpur,GEN,M,Bahujan Samaj Party,2068,180337
2005.1,145,Pranpur,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),2120,180337
2005.1,145,Pranpur,GEN,M,Samajwadi Party,2291,180337
2005.1,145,Pranpur,GEN,M,Independent,2830,180337
2005.1,145,Pranpur,GEN,M,Lok Jan Shakti Party,15620,180337
2005.1,145,Pranpur,GEN,M,Bharatiya Janata Party,34386,180337
2005.1,145,Pranpur,GEN,M,Rashtriya Janata Dal,38772,180337
2005.1,146,Manihari,GEN,M,Indian Justice Party,915,157511
2005.1,146,Manihari,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),1108,157511
2005.1,146,Manihari,GEN,M,Independent,1119,157511
2005.1,146,Manihari,GEN,F,Independent,1200,157511
2005.1,146,Manihari,GEN,M,Samajwadi Party,2045,157511
2005.1,146,Manihari,GEN,M,Jharkhand Disom Party,2476,157511
2005.1,146,Manihari,GEN,M,Independent,3681,157511
2005.1,146,Manihari,GEN,M,Bahujan Samaj Party,5376,157511
2005.1,146,Manihari,GEN,M,Lok Jan Shakti Party,12262,157511
2005.1,146,Manihari,GEN,M,Janata Dal (United),26538,157511
2005.1,146,Manihari,GEN,M,Indian National Congress,27822,157511
2005.1,147,Pirpainti,GEN,M,Independent,1181,224972
2005.1,147,Pirpainti,GEN,M,Independent,1264,224972
2005.1,147,Pirpainti,GEN,F,Samata Party,1700,224972
2005.1,147,Pirpainti,GEN,M,Independent,3000,224972
2005.1,147,Pirpainti,GEN,M,Independent,4935,224972
2005.1,147,Pirpainti,GEN,M,Bahujan Samaj Party,6454,224972
2005.1,147,Pirpainti,GEN,M,Independent,7286,224972
2005.1,147,Pirpainti,GEN,M,Communist Party of India,28452,224972
2005.1,147,Pirpainti,GEN,M,Bharatiya Janata Party,29591,224972
2005.1,147,Pirpainti,GEN,M,Rashtriya Janata Dal,31046,224972
2005.1,148,Colgong,GEN,M,Bahujan Samaj Party,2702,245125
2005.1,148,Colgong,GEN,M,Samajwadi Party,3760,245125
2005.1,148,Colgong,GEN,M,Lok Jan Shakti Party,12779,245125
2005.1,148,Colgong,GEN,M,Indian National Congress,45068,245125
2005.1,148,Colgong,GEN,M,Janata Dal (United),58640,245125
2005.1,149,Nathnagar,GEN,M,Ambedkar National Congress,1104,247276
2005.1,149,Nathnagar,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),1605,247276
2005.1,149,Nathnagar,GEN,M,Independent,1926,247276
2005.1,149,Nathnagar,GEN,M,Independent,2903,247276
2005.1,149,Nathnagar,GEN,M,Samajwadi Party,3018,247276
2005.1,149,Nathnagar,GEN,M,Independent,3551,247276
